Motif ID	5	7	8
FZ_DDF1_01	0.0107068353726	1.0	1.0
M0163_1.02	1.0	1.0	0.0493963717222
M0165_1.02	1.0	1.0	0.0237719292863
M0167_1.02	1.0	1.0	0.0110520395177
M0255_1.02	1.0	0.0153565850306	1.0
M0256_1.02	1.0	0.00161855865327	1.0
M0257_1.02	1.0	0.00651995057328	1.0
M0258_1.02	0.310592394714	0.0015606382039	1.0
M0261_1.02	0.104707559895	0.000100164986398	1.0
M0268_1.02	1.0	0.0155476098707	1.0
M0329_1.02	1.0	0.0409223085379	1.0
M0359_1.02	1.0	0.0144316863943	1.0
M1948_1.02	1.0	0.00314398534967	1.0
M2343_1.02	0.222646323607	0.000173179562051	1.0
M2344_1.02	1.0	0.00401496622743	1.0
M2345_1.02	1.0	0.00100323924208	0.46879706958
