Motif ID	1	2	3	4	5	6	7	8
FZ_AHL12_01	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
FZ_AHL12_02	1.0	1.0	0.275143032967	1.0	0.676583462357	1.0	1.0	1.0
FZ_AHL12_03	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
FZ_AHL20_01	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
FZ_AHL20_02	1.0	1.0	1.0	1.0	1.0	1.0	0.471950906723	1.0
FZ_AHL20_03	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
FZ_AHL25_01	1.0	1.0	0.56011331672	1.0	1.0	1.0	1.0	1.0
FZ_AHL25_03	1.0	1.0	1.0	1.0	0.652616132391	1.0	1.0	1.0
FZ_ANAC46_01	1.0	1.0	0.712282490222	1.0	1.0	1.0	0.692078282948	1.0
FZ_ANAC55_01	1.0	1.0	0.456164317677	1.0	0.274544624018	1.0	1.0	1.0
FZ_ANAC55_02	1.0	1.0	0.782261620954	1.0	1.0	1.0	0.87043971772	1.0
FZ_ANAC58_01	1.0	1.0	0.879516957589	1.0	1.0	1.0	1.0	1.0
FZ_ARR11_01	1.0	1.0	0.55261912079	1.0	1.0	1.0	1.0	1.0
FZ_ARR11_02	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
FZ_ARR11_03	1.0	1.0	0.443028562123	1.0	1.0	1.0	1.0	0.629994902941
FZ_ARR14_01	1.0	1.0	0.772312185722	1.0	1.0	1.0	1.0	1.0
FZ_ARR14_02	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
FZ_ARR14_03	1.0	1.0	0.55261912079	1.0	1.0	1.0	1.0	0.320676814274
FZ_AT1G77200_01	1.0	1.0	0.707115661674	1.0	1.0	0.962509882992	1.0	1.0
FZ_AT4G35610_01	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
FZ_AT5G28300_01	1.0	1.0	0.958927658779	1.0	1.0	1.0	1.0	1.0
FZ_ATERF1_01	1.0	1.0	0.614697929152	1.0	1.0	1.0	1.0	1.0
FZ_ATERF1_02	1.0	1.0	0.908502184442	1.0	1.0	1.0	1.0	1.0
FZ_ATHB12_01	1.0	1.0	0.945146141588	1.0	1.0	1.0	1.0	1.0
FZ_ATHB51_01	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
FZ_BZIP60_01	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
FZ_BZIP60_02	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
FZ_CCA1_01	1.0	1.0	1.0	1.0	0.0505336153115	1.0	1.0	1.0
FZ_CCA1_02	1.0	1.0	1.0	1.0	0.709143233799	1.0	1.0	1.0
FZ_DAG2_01	1.0	1.0	1.0	1.0	1.0	0.962509882992	1.0	0.0671918387163
FZ_DDF1_01	1.0	1.0	0.685720334304	1.0	0.0107068353726	1.0	1.0	1.0
FZ_DEAR3_01	1.0	1.0	0.965469680283	1.0	1.0	1.0	1.0	1.0
FZ_DEAR3_02	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
FZ_DEAR4_01	1.0	1.0	1.0	1.0	1.0	1.0	0.985923014884	1.0
FZ_DEAR4_02	1.0	0.97257424959	0.840107747572	1.0	1.0	1.0	1.0	1.0
FZ_DOF5.7_01	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
FZ_DOF5.7_02	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
FZ_DREB2C_01	1.0	1.0	0.779220754473	1.0	1.0	1.0	1.0	1.0
FZ_DREB2C_02	1.0	1.0	0.71033599512	1.0	1.0	0.958862955797	1.0	1.0
FZ_ERF1_01	1.0	0.97257424959	0.536059732584	1.0	1.0	1.0	1.0	1.0
FZ_ERF1_01A	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
FZ_ETT_01	1.0	1.0	1.0	1.0	1.0	0.958862955797	0.812173725342	1.0
FZ_ETT_02	1.0	1.0	0.280971118505	1.0	1.0	1.0	1.0	1.0
FZ_GATA12_01	1.0	1.0	0.772312185722	1.0	1.0	1.0	1.0	1.0
FZ_GLK1_01	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
FZ_GLK1_02	1.0	1.0	0.612560526457	1.0	1.0	1.0	1.0	1.0
FZ_HSFB2A_01	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
FZ_HSFB2A_02	1.0	0.97257424959	0.801281109817	1.0	1.0	1.0	1.0	1.0
FZ_HSFC1_01	1.0	1.0	0.79673419285	1.0	1.0	1.0	1.0	1.0
FZ_HSFC1_02	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
FZ_ICU4_01	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.728147754242
FZ_KAN1_01	1.0	1.0	1.0	1.0	0.469184632776	1.0	1.0	1.0
FZ_KAN4_01	1.0	1.0	0.275143032967	1.0	1.0	1.0	1.0	1.0
FZ_KAN4_02	1.0	1.0	0.275143032967	1.0	1.0	0.962509882992	1.0	1.0
FZ_LBD16_01	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
FZ_MYB111_01	1.0	1.0	0.945146141588	1.0	0.557454435204	1.0	1.0	1.0
FZ_MYB111_02	1.0	1.0	0.900158215307	1.0	0.670595488756	1.0	1.0	1.0
FZ_MYB46_01	1.0	1.0	0.663821104493	1.0	0.684215563611	1.0	1.0	1.0
FZ_MYB46_02	1.0	1.0	0.707115661674	1.0	0.158906566555	1.0	1.0	1.0
FZ_MYB52_01	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
