Botrytis,Senescence,Shoot Uv	AT1G27730	250	-24.0563156197	AT1G05575,AT1G14540,AT1G15430,AT1G19020,AT1G23710,AT1G24140,AT1G27730,AT1G28370,AT1G31130,AT1G32920,AT1G35210,AT1G50740,AT1G56060,AT1G59590,AT1G70170,AT1G71100,AT1G73500,AT1G76600,AT2G01180,AT2G23320,AT2G23810,AT2G25735,AT2G26530,AT2G30020,AT2G31090,AT2G31945,AT2G32190,AT2G32210,AT2G40140,AT2G41110,AT2G44080,AT3G02800,AT3G04640,AT3G10930,AT3G18690,AT3G21220,AT3G25600,AT3G28340,AT3G44260,AT3G46620,AT3G52400,AT3G57450,AT4G02380,AT4G11280,AT4G17500,AT4G24110,AT4G24570,AT4G28085,AT4G38940,AT5G04340,AT5G06320,AT5G13190,AT5G18150,AT5G27420,AT5G42380,AT5G46295,AT5G47230,AT5G47960,AT5G54490,AT5G57220,AT5G59820,AT5G62020,AT5G63130,AT5G63790,AT5G66070
Senescence,Shoot Cold,Shoot Uv	AT1G27730	250	-10.4600435639	AT1G23710,AT1G27730,AT1G28370,AT1G76650,AT2G23810,AT3G04640,AT3G16720,AT3G44260,AT3G46620,AT3G55980,AT3G56880,AT4G24570,AT4G29780,AT5G17350,AT5G46295,AT5G62570
Botrytis,Senescence,Root Cold,Shoot Uv	AT1G27730	250	-6.45874374667	AT1G27730,AT3G04640,AT3G10930
Botrytis,Senescence,Shoot Cold,Shoot Uv	AT1G27730	250	-10.0249840969	AT1G27730,AT2G23810,AT3G04640,AT4G24570,AT5G46295
Senescence,Root Cold,Shoot Cold,Shoot Uv	AT1G27730	250	-10.0249840969	AT1G23710,AT1G27730,AT1G28370,AT3G04640,AT3G16720,AT3G46620,AT3G55980,AT3G56880,AT4G24570,AT4G29780
Shoot Cold,Shoot Uv	AT1G30240	250	-28.9509625956	AT1G01730,AT1G01940,AT1G02330,AT1G02370,AT1G02870,AT1G03360,AT1G03530,AT1G04870,AT1G04940,AT1G06380,AT1G06530,AT1G06720,AT1G06780,AT1G08580,AT1G10270,AT1G10490,AT1G10580,AT1G10590,AT1G11480,AT1G13160,AT1G15440,AT1G16280,AT1G16830,AT1G18480,AT1G18850,AT1G20920,AT1G21380,AT1G22180,AT1G22270,AT1G24510,AT1G25260,AT1G26340,AT1G29940,AT1G30240,AT1G30960,AT1G31660,AT1G31870,AT1G33420,AT1G42440,AT1G43860,AT1G48920,AT1G48970,AT1G49150,AT1G49540,AT1G51380,AT1G52930,AT1G52980,AT1G55500,AT1G55900,AT1G56110,AT1G61640,AT1G63780,AT1G63810,AT1G64600,AT1G68990,AT1G69070,AT1G69250,AT1G70980,AT1G71170,AT1G71850,AT1G72320,AT1G72440,AT1G75200,AT1G75670,AT1G77570,AT1G78930,AT1G79150,AT1G80040,AT1G80270,AT1G80750,AT2G03820,AT2G17250,AT2G17670,AT2G18220,AT2G18520,AT2G18900,AT2G21440,AT2G24500,AT2G25355,AT2G25650,AT2G25970,AT2G26230,AT2G29540,AT2G31410,AT2G33730,AT2G34260,AT2G34570,AT2G35480,AT2G37980,AT2G37990,AT2G40360,AT2G40700,AT2G40780,AT2G44510,AT2G44860,AT2G45710,AT2G47650,AT2G47970,AT2G47990,AT3G01160,AT3G01800,AT3G02230,AT3G02320,AT3G02760,AT3G03060,AT3G03960,AT3G05060,AT3G06530,AT3G07300,AT3G08640,AT3G08950,AT3G09440,AT3G10530,AT3G11964,AT3G12270,AT3G12340,AT3G12510,AT3G12650,AT3G12860,AT3G13150,AT3G13230,AT3G13940,AT3G14075,AT3G15080,AT3G15460,AT3G16310,AT3G16810,AT3G16840,AT3G18600,AT3G19840,AT3G21540,AT3G22310,AT3G22660,AT3G23620,AT3G26410,AT3G27280,AT3G32920,AT3G44750,AT3G49180,AT3G49240,AT3G51790,AT3G51800,AT3G52040,AT3G53940,AT3G54980,AT3G55410,AT3G55510,AT3G55620,AT3G56070,AT3G56990,AT3G57000,AT3G57090,AT3G57150,AT3G57660,AT3G57940,AT3G58660,AT3G59670,AT3G60800,AT3G61620,AT3G62840,AT3G63400,AT4G01320,AT4G01560,AT4G02220,AT4G03180,AT4G03430,AT4G04670,AT4G04940,AT4G05410,AT4G14420,AT4G15770,AT4G16100,AT4G16630,AT4G19210,AT4G23540,AT4G23860,AT4G25340,AT4G25630,AT4G25730,AT4G26600,AT4G27380,AT4G27970,AT4G28200,AT4G28450,AT4G29040,AT4G29510,AT4G31790,AT4G32050,AT4G32720,AT4G34910,AT4G36580,AT4G36680,AT4G37090,AT4G37120,AT4G37210,AT4G38150,AT4G38630,AT4G38890,AT5G02050,AT5G02820,AT5G03290,AT5G05520,AT5G06110,AT5G06460,AT5G06550,AT5G08180,AT5G08620,AT5G09420,AT5G09840,AT5G11240,AT5G12220,AT5G14050,AT5G14520,AT5G14600,AT5G15550,AT5G15700,AT5G15750,AT5G15810,AT5G16750,AT5G16930,AT5G20160,AT5G20570,AT5G20910,AT5G22330,AT5G22840,AT5G23850,AT5G24840,AT5G25540,AT5G25800,AT5G27720,AT5G27760,AT5G35910,AT5G38720,AT5G38890,AT5G40880,AT5G40930,AT5G41010,AT5G41190,AT5G42060,AT5G42150,AT5G44320,AT5G46920,AT5G47880,AT5G48240,AT5G48970,AT5G49530,AT5G50960,AT5G51130,AT5G52450,AT5G52820,AT5G54910,AT5G55200,AT5G55610,AT5G57280,AT5G57870,AT5G58130,AT5G59180,AT5G59980,AT5G60790,AT5G61030,AT5G61760,AT5G61770,AT5G62440,AT5G64200,AT5G64420,AT5G64680,AT5G66540,AT5G67340,AT5G67630
Botrytis,Senescence,Root Cold	AT1G31330	200	-26.4844806025	AT1G06680,AT1G08380,AT1G15290,AT1G15820,AT1G20340,AT1G21560,AT1G25375,AT1G30380,AT1G31330,AT1G32060,AT1G32470,AT1G42970,AT1G44575,AT1G51400,AT1G54780,AT1G55670,AT1G61520,AT1G67090,AT1G74470,AT1G75500,AT2G05920,AT2G06520,AT2G30570,AT2G46820,AT3G02690,AT3G08940,AT3G10940,AT3G20230,AT3G32930,AT3G43540,AT3G47470,AT3G48040,AT3G50685,AT3G54890,AT3G56940,AT3G61470,AT4G02770,AT4G05180,AT4G09670,AT4G10340,AT4G13770,AT4G18480,AT4G21280,AT4G28750,AT4G32260,AT5G14450,AT5G27560,AT5G42765,AT5G48790,AT5G52440,AT5G58930,AT5G61420,AT5G64040
Botrytis,Root Cold,Shoot Cold	AT1G31410	250	-6.43342707387	AT1G31410,AT2G30280,AT3G12930,AT4G00520,AT5G58930
Botrytis,Senescence,Root Cold	AT1G32920	250	-6.43342707387	AT1G05575,AT1G19020,AT1G24140,AT1G32920,AT1G35210,AT1G50740,AT1G76070,AT1G76600,AT2G23810,AT2G32210,AT2G35980,AT2G40140,AT3G04640,AT3G15500,AT3G28850,AT4G01870,AT4G14630,AT5G24600,AT5G27420,AT5G42380,AT5G54490,AT5G59820,AT5G62150,AT5G62460,AT5G63130
Botrytis,Senescence,Root Cold,Root Drought	AT1G32920	200	-6.45874374667	AT1G09940,AT1G19020,AT1G32920,AT2G40140,AT3G57450,AT3G59080,AT4G11280,AT5G17350,AT5G42380,AT5G59820,AT5G63130,AT5G66650
Botrytis,Senescence,Root Drought,Shoot Uv	AT1G32920	150	-6.45874374667	AT1G15430,AT1G19020,AT1G32920,AT2G32190,AT2G32210,AT2G40140,AT3G18690,AT3G57450,AT4G11280,AT5G06320,AT5G42380,AT5G59820,AT5G63130,AT5G66070,AT5G66650
Botrytis,Senescence,Root Cold,Root Drought,Shoot Uv	AT1G32920	200	-10.1090505234	AT1G19020,AT1G32920,AT2G40140,AT3G57450,AT4G11280,AT5G42380,AT5G63130
Botrytis,Root Cold,Shoot Uv	AT1G33590	250	-12.5875306764	AT1G07000,AT1G09940,AT1G18390,AT1G19020,AT1G24140,AT1G28280,AT1G29690,AT1G33590,AT1G33600,AT1G56060,AT1G63720,AT1G73080,AT1G76070,AT1G80820,AT2G16900,AT2G41880,AT3G08720,AT3G08760,AT3G10640,AT3G11820,AT3G53810,AT3G54150,AT4G01010,AT4G20830,AT4G23010,AT4G23190,AT4G39670,AT5G13190,AT5G22630,AT5G24600,AT5G65600
Botrytis,Root Drought,Shoot Uv	AT1G33590	250	-6.43342707387	AT1G33590,AT1G33600,AT3G02800,AT3G08760,AT5G25930
Botrytis,Shoot Cold	AT1G44446	250	-14.1283408931	AT1G01170,AT1G01290,AT1G02150,AT1G03130,AT1G03630,AT1G03870,AT1G04530,AT1G05385,AT1G05900,AT1G07440,AT1G08540,AT1G09010,AT1G09750,AT1G10960,AT1G11820,AT1G12250,AT1G12800,AT1G14150,AT1G14700,AT1G15290,AT1G15410,AT1G16080,AT1G16460,AT1G16680,AT1G16780,AT1G17100,AT1G17850,AT1G19000,AT1G19150,AT1G19920,AT1G21560,AT1G22630,AT1G22700,AT1G22850,AT1G23080,AT1G23740,AT1G24020,AT1G24610,AT1G28100,AT1G29660,AT1G30530,AT1G31420,AT1G31800,AT1G32070,AT1G32080,AT1G32220,AT1G32520,AT1G32900,AT1G33290,AT1G34000,AT1G35340,AT1G35420,AT1G44000,AT1G44446,AT1G44920,AT1G47330,AT1G48030,AT1G48600,AT1G49380,AT1G49480,AT1G50900,AT1G51400,AT1G52420,AT1G52870,AT1G53730,AT1G53800,AT1G54500,AT1G54850,AT1G55000,AT1G55130,AT1G55260,AT1G55350,AT1G55360,AT1G55370,AT1G56280,AT1G60600,AT1G62560,AT1G63260,AT1G64400,AT1G64510,AT1G64720,AT1G64860,AT1G65230,AT1G65420,AT1G65860,AT1G66970,AT1G67080,AT1G67480,AT1G67750,AT1G68400,AT1G68520,AT1G68780,AT1G68830,AT1G69935,AT1G70280,AT1G70580,AT1G70760,AT1G72030,AT1G72090,AT1G74910,AT1G75210,AT1G75820,AT1G76100,AT1G76110,AT1G76405,AT1G78370,AT1G79560,AT1G79720,AT1G80050,AT2G01630,AT2G04790,AT2G05620,AT2G05920,AT2G06010,AT2G17033,AT2G17340,AT2G17640,AT2G19940,AT2G20230,AT2G20725,AT2G21330,AT2G23390,AT2G24270,AT2G24280,AT2G24290,AT2G24390,AT2G25270,AT2G25420,AT2G25840,AT2G26250,AT2G26340,AT2G27290,AT2G28470,AT2G28605,AT2G28950,AT2G31190,AT2G31670,AT2G31790,AT2G32520,AT2G33180,AT2G33255,AT2G33990,AT2G34310,AT2G35810,AT2G37460,AT2G38570,AT2G39190,AT2G39470,AT2G39930,AT2G41090,AT2G41530,AT2G42300,AT2G42320,AT2G43100,AT2G44210,AT2G44760,AT2G45180,AT2G45740,AT2G46920,AT2G47590,AT2G47930,AT2G48070,AT3G01060,AT3G01180,AT3G01440,AT3G01480,AT3G01690,AT3G02020,AT3G02110,AT3G02690,AT3G04310,AT3G04870,AT3G04940,AT3G05100,AT3G05910,AT3G06510,AT3G06730,AT3G06770,AT3G06950,AT3G07140,AT3G08740,AT3G08940,AT3G09210,AT3G10810,AT3G10840,AT3G10940,AT3G11560,AT3G12110,AT3G12610,AT3G12685,AT3G13120,AT3G13510,AT3G14210,AT3G14240,AT3G15390,AT3G15850,AT3G17470,AT3G18050,AT3G19400,AT3G19450,AT3G19800,AT3G19820,AT3G20230,AT3G21200,AT3G22420,AT3G23760,AT3G24040,AT3G25690,AT3G26070,AT3G26085,AT3G28040,AT3G28080,AT3G28270,AT3G32930,AT3G43220,AT3G43540,AT3G45160,AT3G45860,AT3G47000,AT3G48040,AT3G48200,AT3G48610,AT3G50440,AT3G50685,AT3G51140,AT3G51420,AT3G51820,AT3G51950,AT3G52150,AT3G52155,AT3G54210,AT3G55040,AT3G55330,AT3G55630,AT3G57050,AT3G58990,AT3G59400,AT3G60370,AT3G60620,AT3G61080,AT3G61870,AT3G63520,AT4G00780,AT4G01050,AT4G02120,AT4G04830,AT4G08685,AT4G09670,AT4G09900,AT4G10180,AT4G11100,AT4G12030,AT4G12390,AT4G12830,AT4G13770,AT4G14570,AT4G14890,AT4G15510,AT4G15560,AT4G17740,AT4G17810,AT4G17870,AT4G18370,AT4G19530,AT4G19985,AT4G20760,AT4G22200,AT4G22570,AT4G22756,AT4G23400,AT4G24280,AT4G24780,AT4G25080,AT4G26520,AT4G27600,AT4G27710,AT4G28030,AT4G28050,AT4G28080,AT4G28100,AT4G28270,AT4G28640,AT4G28660,AT4G28830,AT4G29590,AT4G30310,AT4G30610,AT4G30810,AT4G30993,AT4G32570,AT4G32980,AT4G33010,AT4G33030,AT4G33470,AT4G34030,AT4G35020,AT4G35760,AT4G35920,AT4G37000,AT4G37040,AT4G37300,AT4G37800,AT4G38160,AT4G38430,AT4G39620,AT4G39710,AT5G01020,AT5G01090,AT5G01590,AT5G01920,AT5G02120,AT5G02790,AT5G02830,AT5G03420,AT5G03430,AT5G04440,AT5G06050,AT5G06060,AT5G06130,AT5G06290,AT5G06340,AT5G07020,AT5G07240,AT5G07690,AT5G08470,AT5G09740,AT5G10690,AT5G12150,AT5G13400,AT5G13510,AT5G13630,AT5G13650,AT5G13770,AT5G14450,AT5G14910,AT5G16540,AT5G16710,AT5G16715,AT5G16870,AT5G17660,AT5G18140,AT5G19630,AT5G22340,AT5G23060,AT5G27400,AT5G27560,AT5G28020,AT5G33280,AT5G36170,AT5G38520,AT5G38980,AT5G41210,AT5G42470,AT5G45390,AT5G45490,AT5G46390,AT5G47780,AT5G47840,AT5G48790,AT5G49730,AT5G50180,AT5G51010,AT5G51020,AT5G51110,AT5G51970,AT5G52780,AT5G53170,AT5G53860,AT5G53900,AT5G54270,AT5G54600,AT5G56260,AT5G57345,AT5G57440,AT5G57850,AT5G57930,AT5G58250,AT5G58260,AT5G58310,AT5G58480,AT5G58560,AT5G61420,AT5G62650,AT5G62670,AT5G62690,AT5G62790,AT5G62840,AT5G63020,AT5G63040,AT5G63100,AT5G64380,AT5G64460,AT5G65010,AT5G65260,AT5G65730,AT5G66055,AT5G66190,AT5G67290
Senescence,Shoot Cold,Shoot Uv	AT1G44920	250	-8.40463435801	AT1G05385,AT1G44920,AT1G54350,AT1G70410,AT2G39470,AT4G26520,AT4G39710,AT5G56850
Botrytis,Senescence,Shoot Cold,Shoot Uv	AT1G44920	250	-6.45874374667	AT1G19150,AT1G44920,AT1G50900,AT3G61870,AT4G26520,AT4G39710
Botrytis,Senescence,Root Cold	AT1G45145	250	-6.43342707387	AT1G45145,AT2G32190,AT4G01870,AT4G39270,AT5G11210
Root Cold,Shoot Cold	AT1G49470	250	-8.12571333698	AT1G06630,AT1G06760,AT1G06790,AT1G07350,AT1G12400,AT1G13450,AT1G19480,AT1G22040,AT1G24625,AT1G31320,AT1G31350,AT1G31814,AT1G32370,AT1G32700,AT1G46264,AT1G49350,AT1G49470,AT1G52340,AT1G55520,AT1G55910,AT1G60440,AT1G64450,AT1G70230,AT1G72300,AT1G72430,AT2G01410,AT2G01620,AT2G01680,AT2G17265,AT2G18570,AT2G19570,AT2G24762,AT2G25590,AT2G28060,AT2G28200,AT2G31680,AT2G33480,AT2G35470,AT2G42370,AT2G44660,AT2G45950,AT2G47440,AT2G48100,AT3G06740,AT3G09000,AT3G11100,AT3G11530,AT3G13226,AT3G13620,AT3G14180,AT3G15290,AT3G22590,AT3G22680,AT3G23930,AT3G26100,AT3G26510,AT3G26810,AT3G45230,AT3G51530,AT3G52030,AT3G52900,AT3G57480,AT3G57980,AT3G59470,AT3G60040,AT3G61350,AT4G02440,AT4G13530,AT4G14010,AT4G18975,AT4G19860,AT4G24060,AT4G25710,AT4G30400,AT4G34760,AT5G03440,AT5G04470,AT5G05250,AT5G05550,AT5G15210,AT5G19970,AT5G23090,AT5G46850,AT5G57900,AT5G65180
Botrytis,Shoot Cold,Shoot Uv	AT1G50900	250	-8.40463435801	AT1G15290,AT1G19150,AT1G20810,AT1G44920,AT1G50900,AT1G53730,AT1G54500,AT1G64510,AT1G65230,AT1G70760,AT1G76110,AT2G27290,AT2G29180,AT2G39470,AT3G19800,AT3G48420,AT3G59780,AT3G61870,AT4G14890,AT4G22570,AT4G30993,AT4G39710,AT5G06060,AT5G13510,AT5G16940,AT5G17660,AT5G28020,AT5G38520,AT5G51020,AT5G51110,AT5G53580
