Treatment,Botrytis,Drought,High Light,Pst,Long Day Senescence,Short Day Senescence
CATMA1A10070,0,0,1,0,1,1
CATMA1A10080,0,0,0,0,0,1
CATMA1a10090,0,0,1,1,1,0
CATMA1A10110,1,0,0,0,1,0
CATMA1A10120,1,0,0,0,0,0
CATMA1A10130,1,1,0,0,1,1
CATMA1A10175,0,0,0,0,1,1
CATMA1a10190,1,0,0,0,0,0
CATMA1a10200,0,0,0,0,1,0
CATMA1A10240,1,0,1,0,1,0
CATMA1A10250,0,0,1,0,0,0
CATMA1A10260,1,0,0,0,0,0
CATMA1A10270,1,0,0,1,1,0
CATMA1A10280,1,0,1,1,1,0
CATMA1A10290,1,0,0,0,1,1
CATMA1A10380,1,0,1,1,1,0
CATMA1A10410,0,0,0,0,1,0
CATMA1a10430,1,0,1,0,0,0
CATMA1A10440,1,1,0,1,0,1
CATMA1A10450,0,0,1,1,0,0
CATMA1A10460,1,0,0,0,1,0
CATMA1A10495,1,0,0,1,1,1
CATMA1A10510,1,0,0,0,1,1
CATMA1A10540,0,0,0,1,0,0
CATMA1A10660,0,0,0,0,1,0
CATMA1A10670,0,0,1,0,1,0
CATMA1A10700,0,1,0,1,1,0
CATMA1A10720,1,0,0,0,1,1
CATMA1A10755,1,0,1,1,0,0
CATMA1A10760,1,0,0,0,0,0
CATMA1A10770,0,0,0,0,1,0
CATMA1A10780,0,0,0,0,1,0
CATMA1A10800,1,0,0,0,1,0
CATMA1A10810,0,0,0,0,1,1
CATMA1A10820,0,0,1,0,0,0
CATMA1A10850,1,0,1,0,1,0
CATMA1A10870,1,0,0,1,1,1
CATMA1A10890,0,0,0,0,1,0
CATMA1A10900,0,0,0,0,1,0
CATMA1A10910,1,0,1,0,0,0
CATMA1A10920,1,0,0,1,1,0
CATMA1A10930,0,0,0,0,1,0
CATMA1A10960,1,0,0,0,0,0
CATMA1A10990,1,0,0,0,1,0
CATMA1A11040,1,1,0,0,0,1
CATMA1A11050,0,0,0,0,1,0
CATMA1A11060,1,0,0,0,1,0
CATMA1A11070,1,0,0,0,0,0
CATMA1A11080,0,0,0,0,1,0
CATMA1A11090,1,0,0,0,0,0
CATMA1A11110,1,0,1,1,0,0
CATMA1a11135,1,0,0,1,1,1
CATMA1A11140,0,0,0,0,1,1
CATMA1A11145,0,0,0,0,1,1
CATMA1A11150,1,0,0,0,1,0
CATMA1A11180,0,0,1,0,0,0
CATMA1A11220,1,1,0,0,0,0
CATMA1a11240,0,0,1,0,0,0
CATMA1A11250,1,0,0,1,1,1
CATMA1A11260,0,0,0,0,1,0
CATMA1A11270,1,0,1,0,1,0
CATMA1A11280,1,0,1,1,1,0
CATMA1A11300,1,0,0,0,0,0
CATMA1a11310,0,0,0,1,1,0
CATMA1A11330,1,1,0,1,1,0
CATMA1A11340,1,0,0,0,0,0
CATMA1A11350,0,1,1,0,1,0
CATMA1a11380,0,0,1,0,0,0
CATMA1A11390,0,0,0,0,1,0
CATMA1a11425,1,0,1,0,1,0
CATMA1A11450,1,1,0,0,0,0
CATMA1A11460,0,0,1,0,0,0
CATMA1A11470,0,0,1,0,1,1
CATMA1A11490,0,1,0,0,0,0
CATMA1A11510,0,0,1,0,1,0
CATMA1A11515,0,0,0,0,1,1
CATMA1A11520,1,0,0,0,0,0
CATMA1A11540,0,0,1,0,0,0
CATMA1A11550,0,1,1,0,1,1
CATMA1A11560,1,0,0,0,0,1
CATMA1A11570,0,0,0,1,0,0
CATMA1A11580,1,0,0,0,0,0
CATMA1A11590,0,1,0,0,1,0
CATMA1A11600,1,0,1,1,0,0
CATMA1A11610,0,0,1,0,0,0
CATMA1A11620,1,0,0,1,1,1
CATMA1a11630,1,0,0,1,0,0
CATMA1A11670,0,0,1,0,1,0
CATMA1a11700,0,0,1,0,1,0
CATMA1A11710,0,0,1,0,0,0
CATMA1A11730,0,0,1,0,1,0
CATMA1A11740,1,0,0,0,1,1
CATMA1A11750,1,0,0,0,1,1
CATMA1A11760,1,0,0,0,1,0
CATMA1A11765,0,0,0,0,0,1
CATMA1A11770,0,1,1,0,0,0
CATMA1A11790,1,0,1,1,1,0
CATMA1A11810,1,0,0,0,1,1
CATMA1A11820,0,0,1,0,0,0
CATMA1A11840,1,0,0,0,1,1
CATMA1A11850,1,0,1,0,0,0
CATMA1A11870,0,0,0,0,1,1
CATMA1A11880,1,0,0,0,0,1
CATMA1A11900,1,1,0,1,0,1
CATMA1A11910,1,0,0,1,0,0
CATMA1A11920,1,0,0,0,0,0
CATMA1A11930,0,0,0,1,1,0
CATMA1A11960,1,0,1,0,0,0
CATMA1A11980,0,0,1,0,0,0
CATMA1A11990,1,0,1,0,0,0
CATMA1A12000,0,0,1,0,0,0
CATMA1A12010,1,0,0,0,0,0
CATMA1A12020,1,0,1,0,0,0
CATMA1A12030,0,0,0,0,1,0
CATMA1A12035,0,0,0,1,0,0
CATMA1A12080,1,0,0,0,0,0
CATMA1A12100,0,0,0,0,1,0
CATMA1A12150,0,0,1,0,1,0
CATMA1A12160,0,0,1,0,0,0
CATMA1A12170,0,1,1,0,0,0
CATMA1A12180,0,0,1,1,0,0
CATMA1A12190,0,1,1,1,1,1
CATMA1A12220,1,1,1,1,1,1
CATMA1A12260,1,0,0,1,1,1
CATMA1A12265,1,0,1,1,1,1
CATMA1A12270,1,0,1,1,1,0
CATMA1A12280,1,0,1,0,1,0
CATMA1A12290,0,0,0,0,0,1
CATMA1A12300,1,0,0,0,0,0
CATMA1A12310,0,0,0,1,1,0
CATMA1A12340,1,0,1,1,1,1
CATMA1A12350,0,0,0,0,0,1
CATMA1A12360,1,1,0,1,1,1
CATMA1A12380,1,0,1,1,1,0
CATMA1A12390,1,1,0,1,1,1
CATMA1A12400,1,0,0,0,0,0
CATMA1A12420,0,0,0,1,0,0
CATMA1A12440,1,0,1,0,0,0
CATMA1A12455,1,0,0,0,1,0
CATMA1A12555,1,0,0,0,0,0
CATMA1A12560,1,0,0,1,0,0
CATMA1A12630,1,0,0,1,1,0
CATMA1A12640,0,0,1,0,1,1
CATMA1A12670,1,0,0,0,0,0
CATMA1A12680,0,1,1,1,1,0
CATMA1A12700,1,0,0,0,1,1
CATMA1A12710,0,0,0,1,0,0
CATMA1A12720,1,0,0,0,0,0
CATMA1A12730,1,0,0,0,0,0
CATMA1a12740,1,0,0,0,0,0
CATMA1A12760,1,0,0,0,0,1
CATMA1A12780,1,0,0,0,0,0
CATMA1A12810,1,0,0,0,1,0
CATMA1A12830,0,0,1,0,0,0
CATMA1A12840,0,0,1,1,1,1
CATMA1A12860,0,0,1,0,0,0
CATMA1A12880,1,1,0,0,1,0
CATMA1A12890,1,1,1,1,1,0
CATMA1A12900,0,0,1,0,0,0
CATMA1A12910,0,0,1,0,1,0
CATMA1A12920,0,1,1,1,1,1
CATMA1A12935,0,0,0,0,1,1
CATMA1A12940,1,0,0,1,1,1
CATMA1A12970,0,0,1,0,1,1
CATMA1A12980,1,0,1,1,1,1
CATMA1A13090,0,0,0,1,0,0
CATMA1A13110,1,0,1,0,1,0
CATMA1A13120,1,0,0,1,1,0
CATMA1A13150,0,0,1,1,0,0
CATMA1A13160,0,0,0,0,1,0
CATMA1A13190,1,0,1,1,1,1
CATMA1A13210,1,0,0,0,0,0
CATMA1A13230,1,0,0,0,1,1
CATMA1A13240,0,0,0,0,0,1
CATMA1A13270,1,0,0,0,0,0
CATMA1A13280,0,0,0,1,1,1
CATMA1A13290,1,0,0,1,1,0
CATMA1A13300,1,1,0,0,1,1
CATMA1A13310,0,0,1,1,0,1
CATMA1A13320,0,0,1,0,0,0
CATMA1A13330,1,0,1,1,1,0
CATMA1A13340,0,0,0,0,1,1
CATMA1A13350,1,0,1,1,1,1
CATMA1A13360,1,0,0,0,1,0
CATMA1A13385,0,0,0,1,1,1
CATMA1A13390,1,0,1,1,0,0
CATMA1A13405,1,0,0,0,1,1
CATMA1A13410,1,0,1,1,1,1
CATMA1A13420,0,0,0,0,1,0
CATMA1A13430,1,0,0,0,0,0
CATMA1A13450,1,0,1,0,0,0
CATMA1A13460,1,0,0,0,0,0
CATMA1A13490,1,0,1,0,0,0
CATMA1a13500,0,1,1,0,0,0
CATMA1A13520,1,0,0,0,0,1
CATMA1A13530,1,1,0,0,0,0
CATMA1A13540,1,1,0,0,1,1
CATMA1A13550,1,0,0,1,1,0
CATMA1A13580,0,0,0,1,1,1
CATMA1A13590,0,0,0,0,1,0
CATMA1A13600,1,0,1,1,0,1
CATMA1A13610,1,0,1,0,0,0
CATMA1A13620,0,0,0,0,1,0
CATMA1A13623,1,0,0,0,0,1
CATMA1A13626,1,0,1,0,0,0
CATMA1A13630,1,0,0,0,1,0
CATMA1A13650,1,0,0,0,0,1
CATMA1A13690,1,0,0,0,0,0
CATMA1A13700,0,0,1,0,0,0
CATMA1a13750,1,0,1,1,1,1
CATMA1A13760,0,0,0,0,1,1
CATMA1A13765,0,0,1,1,0,0
CATMA1A13770,0,0,1,0,0,0
CATMA1A13780,0,0,0,1,0,0
CATMA1A13800,1,0,0,0,0,0
CATMA1A13810,1,0,0,0,0,0
CATMA1A13820,1,0,1,1,0,1
CATMA1A13840,1,0,0,0,1,1
CATMA1A13850,1,0,1,0,0,0
CATMA1A13860,0,0,0,0,0,1
CATMA1A13880,1,0,0,0,0,0
CATMA1A13910,1,0,1,0,1,0
CATMA1A13920,1,1,0,0,0,0
CATMA1A13930,0,0,1,0,0,0
CATMA1A13933,1,0,1,1,0,0
CATMA1A13965,1,0,1,0,0,0
CATMA1A13980,1,0,0,0,0,0
CATMA1A13990,0,1,0,0,1,0
CATMA1A14020,0,0,1,0,0,0
CATMA1A14030,1,0,0,0,0,0
CATMA1A14050,0,1,0,0,0,0
CATMA1A14070,1,0,0,1,1,0
CATMA1A14085,1,1,1,0,1,1
CATMA1A14090,1,0,1,1,1,1
CATMA1a14100,1,0,0,0,1,0
CATMA1A14110,1,0,0,0,1,0
CATMA1A14120,0,0,0,0,0,1
CATMA1A14130,1,0,0,0,1,0
CATMA1A14180,1,0,0,0,0,0
CATMA1A14210,1,0,1,0,1,0
CATMA1A14220,1,0,1,0,1,0
CATMA1A14230,1,0,0,0,1,0
CATMA1A14240,1,0,0,0,0,0
CATMA1A14260,0,0,0,1,1,1
CATMA1A14270,0,0,0,0,1,0
CATMA1A14280,0,0,0,0,0,1
CATMA1A14290,1,0,1,1,1,1
CATMA1A14300,0,0,0,1,0,0
CATMA1A14330,0,1,0,0,1,1
CATMA1A14360,1,1,0,1,0,0
CATMA1A14390,1,0,0,0,0,0
CATMA1A14400,1,0,0,1,1,0
CATMA1A14410,1,0,0,0,0,0
CATMA1A14420,1,0,1,0,1,1
CATMA1A14430,0,0,1,0,1,1
CATMA1A14440,1,1,0,1,1,0
CATMA1A14450,1,0,0,1,0,0
CATMA1A14460,1,0,1,0,0,0
CATMA1A14470,1,0,0,1,1,0
CATMA1A14480,1,0,0,0,0,0
CATMA1A14500,1,0,0,0,0,1
CATMA1A14510,1,0,0,0,1,1
CATMA1A14520,0,0,1,0,0,0
CATMA1A14540,1,0,0,1,0,0
CATMA1A14550,1,0,0,0,0,0
CATMA1A14560,1,0,0,0,0,0
CATMA1A14565,1,0,0,0,0,0
CATMA1A14590,0,1,0,0,1,1
CATMA1a14610,1,0,0,0,0,0
CATMA1A14670,1,0,1,1,1,0
CATMA1A14680,1,0,0,1,1,1
CATMA1A14705,1,0,1,0,1,1
CATMA1A14710,0,0,0,0,1,0
CATMA1A14720,1,0,0,0,0,0
CATMA1A14730,1,1,1,1,1,1
CATMA1A14750,0,0,1,0,1,1
CATMA1a14760,0,0,0,0,1,1
CATMA1A14810,0,0,1,0,0,0
CATMA1a14830,1,0,0,0,1,1
CATMA1A14840,1,0,0,0,0,0
CATMA1A14850,1,0,1,1,1,1
CATMA1A14860,1,0,1,1,1,1
CATMA1A14870,1,1,1,1,1,0
CATMA1A14880,1,0,0,0,0,0
CATMA1A14890,0,0,1,0,0,0
CATMA1A14910,1,0,1,1,1,0
CATMA1A14920,1,0,1,0,0,0
CATMA1A14930,0,0,0,1,1,1
CATMA1A14950,1,1,1,1,0,0
CATMA1A14980,0,0,0,1,1,1
CATMA1A14990,0,1,0,0,1,1
CATMA1A14998,0,0,0,0,1,0
CATMA1A15002,0,1,1,0,0,0
CATMA1A15006,1,0,0,1,0,1
CATMA1A15010,0,0,1,1,0,1
CATMA1A15016,1,0,1,0,1,1
CATMA1A15020,0,1,1,0,1,1
CATMA1A15030,1,0,1,1,1,1
CATMA1A15035,0,0,0,0,0,1
CATMA1A15040,1,0,1,0,0,0
CATMA1A15050,0,0,1,0,1,0
CATMA1A15060,0,0,1,0,0,1
CATMA1A15073,0,1,0,0,1,0
CATMA1A15080,1,0,1,1,1,1
CATMA1A15090,1,1,0,1,1,0
CATMA1a15100,1,0,1,0,0,1
CATMA1A15170,1,0,0,0,1,1
CATMA1A15180,1,0,0,0,0,0
CATMA1A15190,1,0,1,0,0,0
CATMA1A15200,1,0,0,0,1,0
CATMA1A15230,0,0,0,1,1,1
CATMA1A15240,0,0,0,0,1,0
CATMA1A15250,1,0,0,0,0,0
CATMA1A15280,1,0,0,0,1,1
CATMA1a15290,1,0,1,1,0,0
CATMA1a15300,0,1,1,0,0,0
CATMA1A15310,0,1,0,0,0,0
CATMA1A15340,1,0,0,0,1,1
CATMA1A15360,0,0,0,0,1,0
CATMA1A15380,0,0,1,0,1,0
CATMA1A15390,1,1,1,1,1,0
CATMA1A15400,0,0,0,0,1,0
CATMA1A15410,1,0,1,1,1,0
CATMA1A15440,1,1,0,0,0,1
CATMA1A15443,0,0,0,1,0,0
CATMA1A15446,1,0,0,1,0,0
CATMA1A15470,1,0,0,0,1,0
CATMA1A15480,1,0,0,0,1,1
CATMA1A15490,1,0,1,0,1,0
CATMA1A15550,1,0,1,0,0,0
CATMA1A15560,1,1,0,0,1,0
CATMA1A15590,0,0,0,0,1,0
CATMA1A15600,0,0,1,1,0,0
CATMA1a15610,1,1,1,0,0,1
CATMA1A15630,0,0,1,1,1,0
CATMA1A15640,1,0,1,1,1,0
CATMA1A15650,1,0,1,1,1,0
CATMA1A15660,1,0,0,0,1,0
CATMA1A15680,1,0,0,0,1,1
CATMA1A15690,1,0,1,1,1,1
CATMA1A15700,1,1,1,1,1,0
CATMA1A15720,1,1,1,1,1,1
CATMA1A15750,1,0,0,0,0,0
CATMA1a15760,1,0,1,0,0,0
CATMA1A15800,1,0,0,0,1,1
CATMA1A15820,1,0,0,0,0,0
CATMA1A15830,1,0,0,0,1,1
CATMA1A15840,1,0,1,0,1,0
CATMA1A15850,0,0,0,0,0,1
CATMA1A15860,1,0,1,0,1,0
CATMA1A15870,0,0,0,1,1,0
CATMA1A15910,0,0,1,0,0,0
CATMA1A15925,1,0,0,0,1,1
CATMA1A15930,1,0,0,0,0,0
CATMA1A15950,0,0,0,0,1,0
CATMA1a16025,1,0,0,0,1,0
CATMA1A16030,0,0,0,0,1,0
CATMA1A16050,1,0,0,1,1,0
CATMA1A16070,0,0,0,0,1,0
CATMA1A16080,1,0,0,0,1,1
CATMA1a16085,1,0,1,0,1,0
CATMA1A16090,1,1,1,1,1,0
CATMA1A16100,1,1,0,0,0,0
CATMA1A16110,1,0,1,0,0,0
CATMA1A16130,1,0,1,0,1,1
CATMA1A16140,0,0,0,0,1,1
CATMA1A16150,1,0,0,0,1,0
CATMA1A16170,0,0,1,0,1,1
CATMA1A16200,1,1,1,0,1,1
CATMA1A16210,1,0,0,1,1,0
CATMA1A16220,1,1,0,0,0,1
CATMA1A16230,1,0,0,1,1,1
CATMA1A16240,1,0,1,1,1,1
CATMA1A16250,0,0,0,0,1,1
CATMA1A16280,0,0,0,0,1,1
CATMA1A16290,1,0,0,0,1,0
CATMA1A16310,1,1,1,0,1,1
CATMA1A16320,1,1,1,1,0,0
CATMA1A16350,1,0,1,0,0,0
CATMA1A16360,1,1,1,1,1,0
CATMA1A16370,0,1,0,0,0,0
CATMA1A16400,1,0,1,0,0,0
CATMA1A16440,1,0,0,0,0,0
CATMA1A16465,1,0,0,1,1,0
CATMA1A16490,1,0,0,0,0,0
CATMA1A16515,1,0,0,0,0,0
CATMA1A16520,1,0,0,0,0,0
CATMA1A16530,1,0,0,0,1,0
CATMA1A16540,0,1,1,1,0,0
CATMA1A16550,1,0,1,0,0,0
CATMA1A16570,0,0,0,1,1,1
CATMA1A16600,0,0,0,1,0,0
CATMA1A16610,1,0,1,0,1,1
CATMA1A16615,1,0,1,0,1,0
CATMA1A16620,1,0,0,0,0,1
CATMA1A16640,1,0,1,0,1,0
CATMA1A16680,0,0,1,0,1,1
CATMA1A16690,1,0,0,0,1,1
CATMA1A16700,1,0,1,0,1,0
CATMA1A16710,0,0,0,0,0,1
CATMA1A16720,1,1,0,0,1,1
CATMA1A16740,0,0,0,0,1,0
CATMA1A16750,0,0,1,0,1,0
CATMA1a16755,0,0,0,0,1,0
CATMA1a16765,0,0,0,0,1,0
CATMA1A16770,1,0,0,1,1,0
CATMA1A16780,1,1,0,0,0,1
CATMA1a16810,0,0,0,0,0,1
CATMA1A16835,0,0,1,0,0,0
CATMA1A16840,1,0,0,0,0,0
CATMA1A16850,0,0,1,0,0,1
CATMA1A16860,1,1,0,1,1,0
CATMA1A16870,1,0,0,1,1,1
CATMA1A16880,0,1,0,0,0,0
CATMA1A16890,0,1,1,0,0,0
CATMA1A16900,0,0,0,0,1,0
CATMA1A16930,1,0,0,0,0,0
CATMA1A16970,0,0,0,0,1,0
CATMA1A16980,1,0,0,0,0,0
CATMA1a16990,0,1,1,0,1,0
CATMA1a17000,0,0,1,0,1,0
CATMA1a17020,0,1,0,0,0,0
CATMA1A17030,1,0,0,0,0,0
CATMA1A17040,1,0,0,0,0,0
CATMA1A17070,1,0,0,1,1,1
CATMA1A17080,1,0,0,0,0,0
CATMA1A17085,0,0,0,0,1,0
CATMA1A17090,0,0,0,1,1,1
CATMA1A17130,0,0,1,0,0,1
CATMA1A17140,1,0,0,0,1,1
CATMA1A17150,1,0,1,1,1,1
CATMA1A17170,1,1,0,0,0,0
CATMA1A17200,1,1,1,0,1,0
CATMA1A17240,1,0,1,1,1,1
CATMA1A17250,0,0,0,0,1,1
CATMA1A17260,1,0,0,0,1,1
CATMA1A17290,0,0,1,0,0,0
CATMA1A17300,1,0,0,1,0,0
CATMA1A17310,1,1,0,1,1,0
CATMA1a17330,1,0,0,0,0,0
CATMA1A17360,1,0,0,0,0,0
CATMA1A17380,1,0,0,0,1,1
CATMA1A17390,1,0,1,0,0,0
CATMA1A17400,1,0,0,1,1,1
CATMA1A17410,0,0,0,1,0,1
CATMA1A17430,1,0,0,0,1,0
CATMA1A17440,1,0,0,0,0,0
CATMA1A17460,0,0,0,0,1,0
CATMA1A17470,0,1,0,0,1,1
CATMA1A17480,1,0,0,0,0,0
CATMA1A17490,1,0,1,1,0,0
CATMA1a17500,0,0,0,0,1,1
CATMA1A17510,1,0,0,1,1,0
CATMA1A17550,1,0,0,0,1,0
CATMA1A17570,1,0,0,0,0,0
CATMA1a17615,1,1,0,1,1,0
CATMA1A17620,0,0,0,0,1,0
CATMA1A17630,0,1,1,0,0,0
CATMA1A17650,1,0,0,0,1,0
CATMA1A17660,1,1,0,0,1,1
CATMA1a17675,1,0,0,0,1,0
CATMA1A17680,1,0,1,0,1,1
CATMA1A17690,1,1,1,1,0,0
CATMA1A17700,0,0,0,1,1,0
CATMA1A17710,0,0,1,0,0,0
CATMA1A17720,0,0,0,1,0,0
CATMA1A17730,0,0,0,0,1,0
CATMA1A17740,1,0,0,0,0,0
CATMA1A17760,1,1,0,0,1,1
CATMA1A17780,1,0,1,1,1,0
CATMA1A17790,1,1,0,0,1,0
CATMA1A17800,0,1,0,0,0,0
CATMA1a17855,1,0,1,0,0,0
CATMA1A17860,0,0,1,1,1,1
CATMA1A17900,1,0,1,0,1,1
CATMA1A17910,1,0,0,0,0,0
CATMA1A17920,0,0,0,1,1,1
CATMA1A17940,1,0,1,0,1,1
CATMA1A17950,0,0,1,0,1,1
CATMA1A17990,1,0,0,0,0,0
CATMA1A18010,1,0,0,0,1,0
CATMA1A18030,1,0,1,1,1,0
CATMA1A18040,0,0,0,0,1,0
CATMA1A18050,1,1,1,1,1,0
CATMA1A18090,0,0,1,1,1,1
CATMA1A18130,0,0,0,0,0,1
CATMA1A18140,1,0,0,0,0,0
CATMA1A18150,0,0,0,0,1,0
CATMA1A18180,1,0,0,0,0,0
CATMA1A18190,0,0,1,0,0,0
CATMA1A18195,1,0,0,1,1,1
CATMA1A18220,1,0,0,1,1,0
CATMA1A18230,0,1,0,0,0,0
CATMA1A18240,1,1,1,1,1,0
CATMA1A18250,0,0,0,0,1,0
CATMA1A18290,1,0,0,1,1,0
CATMA1A18310,1,0,0,1,1,0
CATMA1A18330,1,0,1,1,0,0
CATMA1A18340,1,0,0,0,1,1
CATMA1A18360,1,1,1,1,0,0
CATMA1A18370,1,0,1,0,0,1
CATMA1A18375,0,0,1,0,1,0
CATMA1A18380,0,0,0,1,0,0
CATMA1A18390,0,0,1,0,1,0
CATMA1A18400,1,1,1,0,1,0
CATMA1A18420,1,1,0,0,0,0
CATMA1A18440,1,0,0,1,0,0
CATMA1A18450,0,0,0,0,1,1
CATMA1A18460,0,1,1,1,1,1
CATMA1A18490,1,0,0,0,0,0
CATMA1A18510,0,1,0,0,1,1
CATMA1A18520,1,0,0,0,1,0
CATMA1A18530,0,0,1,0,1,0
CATMA1A18540,0,0,0,0,0,1
CATMA1A18550,1,0,1,0,1,1
CATMA1A18560,1,0,0,0,0,0
CATMA1A18610,1,1,1,0,0,0
CATMA1A18620,1,0,0,0,0,0
CATMA1A18630,0,1,0,1,1,0
CATMA1A18650,1,1,0,0,0,0
CATMA1A18660,1,0,0,1,1,1
CATMA1A18670,0,1,0,1,0,0
CATMA1A18690,0,0,0,0,1,1
CATMA1a18695,1,0,0,0,1,0
CATMA1A18700,0,0,0,1,0,1
CATMA1A18710,1,1,0,0,1,0
CATMA1A18720,0,0,0,0,0,1
CATMA1A18730,1,0,1,1,1,0
CATMA1A18740,1,0,1,1,1,1
CATMA1A18750,0,0,0,0,1,0
CATMA1A18755,0,0,0,0,1,0
CATMA1A18760,0,0,0,1,0,0
CATMA1A18780,0,0,1,0,1,0
CATMA1A18810,1,0,1,1,1,0
CATMA1A18850,1,0,0,1,1,1
CATMA1A18865,0,0,0,1,1,0
CATMA1A18870,1,0,1,0,0,0
CATMA1A18880,1,0,0,0,0,1
CATMA1A18890,0,0,1,0,1,0
CATMA1A18916,1,0,0,1,1,1
CATMA1A18930,0,0,1,0,1,1
CATMA1A18940,0,0,0,0,1,0
CATMA1A18950,1,0,1,1,1,0
CATMA1A18980,1,0,0,0,1,0
CATMA1A18990,0,0,0,0,1,0
CATMA1A19010,1,0,1,1,1,0
CATMA1A19020,1,0,0,1,1,0
CATMA1A19040,0,0,1,1,1,1
CATMA1A19070,0,0,1,1,1,1
CATMA1A19085,1,0,0,0,1,0
CATMA1A19090,0,0,1,0,1,0
CATMA1A19100,0,0,0,0,0,1
CATMA1A19170,1,0,0,0,1,1
CATMA1A19180,0,0,0,0,1,0
CATMA1A19190,1,0,0,0,1,1
CATMA1A19210,0,0,0,0,1,1
CATMA1A19220,0,0,1,0,1,1
CATMA1A19250,1,0,0,0,0,0
CATMA1a19270,0,0,1,0,0,0
CATMA1A19310,1,0,0,1,0,0
CATMA1A19326,0,0,0,0,1,1
CATMA1A19333,1,1,0,1,1,1
CATMA1A19340,1,0,0,0,1,1
CATMA1a19360,0,0,1,0,0,0
CATMA1A19430,1,0,1,0,0,0
CATMA1A19450,1,0,1,0,1,1
CATMA1A19460,0,0,0,1,0,1
CATMA1A19470,0,1,1,1,1,0
CATMA1A19510,0,0,0,1,0,0
CATMA1A19550,1,0,1,0,1,0
CATMA1A19560,1,1,0,0,1,0
CATMA1A19590,0,0,1,1,1,1
CATMA1A19600,1,0,0,0,0,0
CATMA1A19640,0,0,1,0,0,0
CATMA1A19645,1,0,0,1,1,1
CATMA1A19660,1,1,0,1,1,0
CATMA1a19730,1,0,1,1,1,1
CATMA1A19770,0,0,0,0,0,1
CATMA1a19790,0,0,1,0,0,0
CATMA1A19820,0,0,1,0,0,1
CATMA1A19830,1,0,1,0,1,1
CATMA1A19840,0,0,1,0,0,0
CATMA1A19850,1,0,1,0,0,0
CATMA1A19880,0,0,1,0,0,0
CATMA1A19890,1,0,0,1,1,1
CATMA1A19900,1,0,0,0,0,0
CATMA1A19910,1,0,0,0,1,1
CATMA1A19913,0,0,1,0,0,0
CATMA1A19916,1,0,0,0,1,0
CATMA1A19950,1,0,0,0,1,1
CATMA1A20010,1,0,0,1,1,1
CATMA1A20030,1,1,1,1,0,0
CATMA1A20050,1,0,0,0,0,0
CATMA1A20080,1,0,1,1,1,0
CATMA1A20090,1,0,0,1,1,0
CATMA1A20100,0,0,0,0,1,0
CATMA1A20110,1,0,1,1,1,0
CATMA1A20120,1,0,0,1,1,1
CATMA1A20130,1,0,0,0,1,1
CATMA1A20200,0,0,1,0,1,1
CATMA1A20210,0,0,1,0,1,0
CATMA1A20230,0,0,1,0,0,1
CATMA1a20250,1,0,1,0,1,1
CATMA1A20270,1,0,0,0,1,0
CATMA1A20290,0,0,0,0,1,1
CATMA1A20325,1,0,1,0,1,0
CATMA1A20370,1,0,0,0,0,1
CATMA1A20410,0,0,1,0,1,1
CATMA1A20430,0,0,0,1,0,0
CATMA1A20440,0,0,1,0,0,1
CATMA1A20450,0,0,0,1,1,0
CATMA1A20470,0,1,0,1,1,1
CATMA1A20490,1,0,0,0,0,0
CATMA1A20500,0,1,1,1,0,0
CATMA1a20505,0,0,0,1,0,0
CATMA1A20510,0,1,1,1,0,0
CATMA1A20530,1,0,0,1,0,0
CATMA1A20540,0,0,0,0,1,0
CATMA1A20550,1,1,1,1,1,1
CATMA1A20570,0,0,0,1,1,0
CATMA1A20580,0,1,0,1,0,0
CATMA1A20590,0,0,0,1,0,0
CATMA1A20610,0,0,1,0,1,1
CATMA1A20620,1,0,1,0,1,0
CATMA1A20630,1,0,0,1,1,0
CATMA1a20640,0,0,1,0,0,1
CATMA1A20660,0,0,1,0,1,0
CATMA1A20670,1,0,1,1,1,0
CATMA1A20680,0,0,0,0,0,1
CATMA1A20690,1,0,0,0,0,0
CATMA1A20710,0,0,0,0,0,1
CATMA1A20720,1,0,1,0,0,0
CATMA1A20730,1,0,1,0,1,0
CATMA1A20750,0,0,1,0,0,0
CATMA1A20760,0,0,0,0,1,1
CATMA1A20770,1,1,1,0,1,1
CATMA1A20780,1,0,0,0,0,0
CATMA1A20810,1,0,1,0,0,0
CATMA1A20815,1,0,1,0,0,0
CATMA1A20830,0,0,0,1,0,0
CATMA1A20840,1,0,0,0,1,0
CATMA1A20850,0,1,1,0,1,1
CATMA1A20860,0,0,0,1,1,1
CATMA1A20870,0,0,0,1,0,1
CATMA1A20880,0,0,1,0,1,0
CATMA1A20910,1,0,1,0,0,0
CATMA1A20970,1,1,1,1,1,1
CATMA1A21000,1,0,0,0,1,0
CATMA1A21010,0,0,1,1,1,0
CATMA1A21020,1,0,1,0,1,1
CATMA1A21040,0,0,1,0,0,0
CATMA1A21105,0,0,1,0,1,0
CATMA1A21170,1,0,0,0,0,0
CATMA1A21180,0,0,0,0,1,0
CATMA1A21190,0,0,1,0,1,0
CATMA1A21200,0,0,0,0,1,0
CATMA1A21210,1,0,0,0,1,0
CATMA1A21215,1,0,1,0,0,1
CATMA1A21270,0,0,1,0,1,0
CATMA1A21290,1,1,1,0,1,0
CATMA1A21300,1,0,0,0,0,0
CATMA1A21310,0,0,1,1,0,0
CATMA1A21320,1,0,1,0,1,1
CATMA1A21370,0,0,1,0,0,0
