Motif ID	1	2	3	4	5	6	7	8
FZ_AHL12_01	1.0	1.0	0.628251180248	1.0	0.111925631992	1.0	0.214196448579	1.0
FZ_AHL12_02	0.152519850681	1.0	0.535200177704	1.0	0.596653106312	1.0	1.0	1.0
FZ_AHL12_03	1.0	0.0365164172387	0.217828083406	1.0	0.56932469626	1.0	1.0	0.300339083483
FZ_AHL20_01	0.0424801607992	1.0	0.781508426901	1.0	0.034414149067	0.211227019275	1.0	1.0
FZ_AHL20_02	1.0	1.0	0.760692511633	1.0	0.237455957157	1.0	0.294144391804	1.0
FZ_AHL20_03	1.0	1.0	0.0316668615317	1.0	0.558253015081	0.323067011596	1.0	0.141083548164
FZ_AHL25_01	1.0	1.0	0.058602606033	1.0	0.279828573393	1.0	1.0	0.177317333115
FZ_AHL25_02	0.247759186403	0.447948071242	1.0	1.0	0.790288454756	0.5257269635	1.0	1.0
FZ_AHL25_03	1.0	1.0	0.490040572214	1.0	0.859175766941	0.0669633133561	1.0	0.305724344429
FZ_ANAC46_01	1.0	0.0283630543762	0.724264830479	1.0	0.581650418949	0.766059619071	0.464872635392	1.0
FZ_ANAC55_01	0.394231668452	0.0863136658979	0.404739764181	1.0	0.936085638379	0.375325688287	0.431811759037	1.0
FZ_ANAC55_02	0.157613712714	1.0	0.547993823507	1.0	1.0	1.0	0.175873233477	1.0
FZ_ANAC58_01	1.0	0.226564572368	0.593052475482	0.333252684579	0.907051797884	1.0	0.386347221059	1.0
FZ_ARR11_01	1.0	0.158860472848	0.794853612585	0.274064365043	0.28593150891	1.0	1.0	0.294912927771
FZ_ARR11_02	1.0	1.0	1.0	1.0	0.430000164446	1.0	1.0	1.0
FZ_ARR11_03	1.0	0.417558632596	0.0320952903577	1.0	0.758559861998	0.492718195626	0.253317157147	0.0286757545331
FZ_ARR14_01	1.0	0.158860472848	0.467566855759	0.274064365043	1.0	1.0	1.0	1.0
FZ_ARR14_02	1.0	0.423039257146	1.0	1.0	0.764487382746	1.0	1.0	1.0
FZ_ARR14_03	1.0	0.432060419667	0.0369730460394	1.0	0.77404617096	1.0	1.0	0.0311725317065
FZ_AT1G77200_01	1.0	0.301756717754	1.0	1.0	0.786520680983	0.161129285737	0.450941451004	0.418965539419
FZ_AT4G35610_01	1.0	1.0	0.311991880572	1.0	0.387214769899	1.0	1.0	1.0
FZ_AT5G28300_01	1.0	1.0	0.745136473038	0.241502397514	0.802112716427	0.0423111722592	1.0	1.0
FZ_ATERF1_01	0.401544053093	0.0911289666991	0.0317288137367	1.0	0.940205753572	0.739519884008	1.0	0.408050673197
FZ_ATERF1_02	1.0	1.0	0.0350966462815	1.0	1.0	1.0	0.259648788494	1.0
FZ_ATHB12_01	1.0	1.0	1.0	0.338905320636	0.221066734218	0.686009334008	1.0	1.0
FZ_ATHB51_01	1.0	1.0	1.0	1.0	0.303782615088	0.0656358748837	1.0	1.0
FZ_BZIP60_01	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
FZ_BZIP60_02	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
FZ_CCA1_01	0.441094495563	1.0	1.0	1.0	9.05904351158e-05	0.0656170207978	1.0	1.0
FZ_CCA1_02	0.27126031011	0.483328817258	0.768922512984	1.0	0.248361554251	0.563574610565	1.0	1.0
FZ_DAG2_01	1.0	1.0	0.0545627233961	1.0	0.960258545285	0.00444261054801	0.484679800746	1.0
FZ_DDF1_01	1.0	0.573865864846	0.561840996933	0.317947063749	0.184029722455	0.0223453799316	0.36933692914	1.0
FZ_DEAR3_01	1.0	0.567165163794	0.606011408493	0.208677478242	0.993486904522	0.689858269338	1.0	1.0
FZ_DEAR3_02	0.490648368741	0.755319935984	0.955987239009	1.0	0.710929720311	0.5246871397	1.0	1.0
FZ_DEAR4_01	1.0	0.695376230366	0.486062309767	0.413292284327	0.817381880974	0.185247313741	0.473966802385	0.441075708755
FZ_DEAR4_02	0.522240263447	0.196813800393	0.251011961135	1.0	0.982624833911	0.85563731339	1.0	1.0
FZ_DOF5.7_01	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
FZ_DOF5.7_02	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
FZ_DREB2C_01	0.233998614827	1.0	1.0	1.0	0.76835830311	1.0	0.259648788494	0.238334194427
FZ_DREB2C_02	1.0	0.735927202679	0.561720528518	0.449710266742	0.675225325726	0.230757806995	0.513048959003	1.0
FZ_ERF1_01	1.0	0.012969566293	0.137682231446	1.0	0.963186913506	1.0	1.0	0.614888671533
FZ_ERF1_01A	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
FZ_ETT_01	0.0891873257863	0.279780169047	0.902479286991	1.0	0.515994848668	0.732164960067	1.0	0.0924355915244
FZ_ETT_02	1.0	0.347631888427	0.242900008083	0.17437452889	0.6747093389	0.415107547271	0.206134393087	0.188642805795
FZ_GATA12_01	1.0	1.0	0.755615136092	1.0	0.0855160854756	0.549523346084	1.0	1.0
FZ_GLK1_01	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
FZ_GLK1_02	1.0	0.391337785197	0.951076574937	1.0	1.0	0.818733175729	0.520516283258	0.486059544392
FZ_HSFB2A_01	0.281110826998	0.0315855708265	1.0	0.265794493038	0.538102912864	0.578863189828	1.0	1.0
FZ_HSFB2A_02	1.0	0.137262133928	0.173884401464	1.0	0.819366047236	1.0	1.0	1.0
FZ_HSFC1_01	1.0	1.0	0.162071602445	1.0	0.808568771545	1.0	1.0	1.0
FZ_HSFC1_02	0.00917178451325	0.226564572368	0.865293572095	1.0	0.210767070618	0.311192943023	1.0	1.0
FZ_ICU4_01	1.0	1.0	1.0	1.0	0.226637676271	1.0	1.0	0.264891967549
FZ_KAN1_01	1.0	1.0	6.9103183386e-05	1.0	0.47651500058	0.0417794569136	1.0	1.0
FZ_KAN4_01	0.0252555661975	1.0	0.0276189261107	0.206393695272	1.0	0.136060455203	1.0	1.0
FZ_KAN4_02	1.0	0.488196481372	0.0166833057124	1.0	0.828136613504	0.204064838258	1.0	1.0
FZ_LBD16_01	1.0	1.0	0.778427419191	1.0	0.2615462971	0.573826962002	0.307260410543	1.0
