Motif ID	1	2	3	4	5	6	7	8
FZ_AHL12_01	1.0	1.0	1.0	1.0	0.55639953596	1.0	1.0	1.0
FZ_AHL12_02	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
FZ_AHL12_03	1.0	0.716207492362	0.949821683666	1.0	1.0	1.0	1.0	1.0
FZ_AHL20_01	0.665522519188	1.0	1.0	1.0	0.324486011873	1.0	1.0	1.0
FZ_AHL20_02	1.0	1.0	1.0	1.0	0.797173570456	1.0	1.0	1.0
FZ_AHL20_03	1.0	1.0	0.614381061342	1.0	1.0	1.0	1.0	0.900496227169
FZ_AHL25_01	1.0	1.0	0.65311373315	1.0	0.876796196632	1.0	1.0	1.0
FZ_AHL25_02	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
FZ_AHL25_03	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
FZ_ANAC46_01	1.0	0.716207492362	1.0	1.0	1.0	1.0	1.0	1.0
FZ_ANAC55_01	1.0	0.967936782612	1.0	1.0	1.0	1.0	1.0	1.0
FZ_ANAC55_02	1.0	1.0	1.0	1.0	1.0	1.0	0.988331105518	1.0
FZ_ANAC58_01	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
FZ_ARR11_01	1.0	1.0	1.0	1.0	0.879920179204	1.0	1.0	1.0
FZ_ARR11_02	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
FZ_ARR11_03	1.0	1.0	0.614381061342	1.0	1.0	1.0	1.0	0.411815697045
FZ_ARR14_01	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
FZ_ARR14_02	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
FZ_ARR14_03	1.0	1.0	0.614381061342	1.0	1.0	1.0	1.0	0.421683827855
FZ_AT1G77200_01	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
FZ_AT4G35610_01	1.0	1.0	0.999118046357	1.0	0.978465625326	1.0	1.0	1.0
FZ_AT5G28300_01	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
FZ_ATERF1_01	1.0	0.967936782612	0.614381061342	1.0	1.0	1.0	1.0	1.0
FZ_ATERF1_02	1.0	1.0	0.614381061342	1.0	1.0	1.0	1.0	1.0
FZ_ATHB12_01	1.0	1.0	1.0	1.0	0.786387104912	1.0	1.0	1.0
FZ_ATHB51_01	1.0	1.0	1.0	1.0	0.907835907517	1.0	1.0	1.0
FZ_BZIP60_01	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
FZ_BZIP60_02	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
FZ_CCA1_01	1.0	1.0	1.0	1.0	0.0234176274774	1.0	1.0	1.0
FZ_CCA1_02	1.0	1.0	1.0	1.0	0.807565556906	1.0	1.0	1.0
FZ_DAG2_01	1.0	1.0	0.65311373315	1.0	1.0	0.871411031258	1.0	1.0
FZ_DDF1_01	1.0	1.0	1.0	1.0	0.717168137424	1.0	1.0	1.0
FZ_DEAR3_01	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
FZ_DEAR3_02	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
FZ_DEAR4_01	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
