Motif ID	3	5	7
FZ_CCA1_01	1.0	0.0234176274774	1.0
FZ_KAN1_01	0.0357263458106	1.0	1.0
FZ_RVE1_01	1.0	0.0206218314747	1.0
M0150_1.02	0.62502314718	0.223508045958	0.0020334973544
M0151_1.02	0.834446160932	0.274331897659	0.00098851214616
M0153_1.02	0.834446160932	0.324486011873	0.00190938154469
M0157_1.02	0.62502314718	0.579577775489	0.0020334973544
M0158_1.02	0.797312747925	0.445091206643	0.00128434835429
M0162_1.02	1.0	0.265376640309	0.0020334973544
M0163_1.02	1.0	0.290652018194	0.00355551982483
M0165_1.02	0.955390624087	0.408052113653	0.000760503623704
M0167_1.02	0.949821683666	0.55639953596	0.001137205763
M0252_1.02	0.858439333987	0.424093593641	0.001137205763
M0255_1.02	0.949821683666	0.274331897659	0.00159172961253
M0256_1.02	1.0	0.223508045958	0.000589724496994
M0257_1.02	1.0	0.238220450883	0.000189545101844
M0258_1.02	1.0	0.274331897659	9.73937122554e-05
M0261_1.02	0.949821683666	0.238220450883	0.00010331311439
M0264_1.02	0.797312747925	0.324486011873	0.0148294346864
M0266_1.02	1.0	0.223508045958	0.0318988135461
M0268_1.02	0.949821683666	0.324486011873	0.0225898419608
M0272_1.02	1.0	0.274331897659	0.0197066612581
M0329_1.02	1.0	0.424093593641	0.000589724496994
M0359_1.02	0.834446160932	0.274331897659	0.000738976351078
M1400_1.02	1.0	1.0	0.0488437906463
M1948_1.02	0.955390624087	0.482326042869	0.0130837703571
M2342_1.02	0.999118046357	0.756957418959	0.000189545101844
M2343_1.02	0.949821683666	0.274331897659	0.000616307498647
M2344_1.02	0.999118046357	0.496705111752	0.000589724496994
M2345_1.02	0.949821683666	0.400840951688	0.000589724496994
M2353_1.02	0.955390624087	0.223508045958	0.0488437906463
M2354_1.02	0.834446160932	0.223508045958	0.000239732847362
M2363_1.02	0.949821683666	0.579577775489	9.73937122554e-05
M2862_1.02	0.41677220273	0.238220450883	0.000589724496994
